gene_id	gene_name	gene_type	gene_description	gene_version	seqnames	start	end	width	strand
ENSMUSG00000025420	Katnal2	protein_coding	katanin p60 subunit A-like 2	13	chr18	76977148	77047308	70161	-
ENSMUSG00000025423	Pias2	protein_coding	protein inhibitor of activated STAT 2	16	chr18	77065208	77153800	88593	+
ENSMUSG00000073532	Gm7276	lncRNA	predicted gene 7276	3	chr18	77184269	77186363	2095	-
ENSMUSG00000025425	St8sia5	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	18	chr18	77185839	77258771	72933	+
ENSMUSG00000118108	Gm50284	lncRNA	predicted gene, 50284	1	chr18	77280152	77298678	18527	-
ENSMUSG00000032818	Loxhd1	protein_coding	lipoxygenase homology domains 1	16	chr18	77281958	77442930	160973	+
ENSMUSG00000025427	Rnf165	protein_coding	ring finger protein 165	15	chr18	77456110	77565161	109052	-
ENSMUSG00000047466	8030462N17Rik	protein_coding	RIKEN cDNA 8030462N17 gene	10	chr18	77631497	77714486	82990	-
ENSMUSG00000097666	A330094K24Rik	lncRNA	RIKEN cDNA A330094K24 gene	2	chr18	77729496	77732739	3244	-
ENSMUSG00000041840	Haus1	protein_coding	HAUS augmin-like complex, subunit 1	8	chr18	77757567	77773886	16320	-
ENSMUSG00000025428	Atp5a1	protein_coding	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1	15	chr18	77773729	77782869	9141	+
ENSMUSG00000025429	Pstpip2	protein_coding	proline-serine-threonine phosphatase-interacting protein 2	9	chr18	77789914	77882879	92966	+
ENSMUSG00000073529	F830208F22Rik	lncRNA	RIKEN cDNA F830208F22 gene	9	chr18	77793259	77796743	3485	-
ENSMUSG00000039840	Epg5	protein_coding	ectopic P-granules autophagy protein 5 homolog (C. elegans)	8	chr18	77938465	78035013	96549	+
ENSMUSG00000091055	Siglec15	protein_coding	sialic acid binding Ig-like lectin 15	2	chr18	78043614	78057395	13782	-
ENSMUSG00000059336	Slc14a1	protein_coding	solute carrier family 14 (urea transporter), member 1	14	chr18	78100091	78142119	42029	-
ENSMUSG00000024552	Slc14a2	protein_coding	solute carrier family 14 (urea transporter), member 2	16	chr18	78146148	78596942	450795	-
ENSMUSG00000090451	Gm6133	protein_coding	predicted gene 6133	1	chr18	78349754	78350701	948	+
ENSMUSG00000117661	4931439C15Rik	lncRNA	RIKEN cDNA 4931439C15 gene	1	chr18	78476878	78480713	3836	+
ENSMUSG00000024548	Setbp1	protein_coding	SET binding protein 1	11	chr18	78750380	79109391	359012	-
ENSMUSG00000056214	Pard6g	protein_coding	par-6 family cell polarity regulator gamma	9	chr18	80046890	80119639	72750	+
ENSMUSG00000096597	Gm21886	protein_coding	predicted gene, 21886	1	chr18	80089297	80089962	666	-
ENSMUSG00000053950	Adnp2	protein_coding	ADNP homeobox 2	10	chr18	80126311	80151482	25172	-
ENSMUSG00000118373	Gm41787	lncRNA	predicted gene, 41787	1	chr18	80157921	80162562	4642	-
ENSMUSG00000118061	Rbfaos	lncRNA	ribosome binding factor A, opposite strand	1	chr18	80186239	80193569	7331	+
ENSMUSG00000024570	Rbfa	protein_coding	ribosome binding factor A	7	chr18	80192265	80200658	8394	-
ENSMUSG00000024571	Gm16286	protein_coding	predicted gene 16286	15	chr18	80206765	80212741	5977	+
ENSMUSG00000057130	Txnl4a	protein_coding	thioredoxin-like 4A	12	chr18	80206795	80225855	19061	+
ENSMUSG00000078963	Hsbp1l1	protein_coding	heat shock factor binding protein 1-like 1	3	chr18	80229758	80247102	17345	-
ENSMUSG00000034006	Pqlc1	protein_coding	PQ loop repeat containing 1	17	chr18	80253292	80292725	39434	+
ENSMUSG00000059852	Kcng2	protein_coding	potassium voltage-gated channel, subfamily G, member 2	7	chr18	80294546	80364254	69709	-
ENSMUSG00000097593	Gm26676	lncRNA	predicted gene, 26676	2	chr18	80323335	80326605	3271	+
ENSMUSG00000033323	Ctdp1	protein_coding	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	14	chr18	80407959	80469695	61737	-
ENSMUSG00000118070	Gm50209	lncRNA	predicted gene, 50209	1	chr18	80468857	80476536	7680	+
ENSMUSG00000118379	Gm41790	lncRNA	predicted gene, 41790	1	chr18	80571824	80605811	33988	-
ENSMUSG00000033016	Nfatc1	protein_coding	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	16	chr18	80606205	80713071	106867	-
ENSMUSG00000118265	Gm50211	lncRNA	predicted gene, 50211	1	chr18	80705190	80707760	2571	+
ENSMUSG00000024566	Atp9b	protein_coding	ATPase, class II, type 9B	10	chr18	80734141	80934060	199920	-
ENSMUSG00000114891	Gm47272	lncRNA	predicted gene, 47272	1	chr18	80822247	80838491	16245	+
ENSMUSG00000024565	Sall3	protein_coding	spalt like transcription factor 3	10	chr18	80966376	80986771	20396	-
ENSMUSG00000098720	Gm27239	lncRNA	predicted gene 27239	1	chr18	80987456	80988575	1120	+
ENSMUSG00000118268	Gm50424	lncRNA	predicted gene, 50424	1	chr18	81046824	81050382	3559	+
ENSMUSG00000118262	Gm50423	lncRNA	predicted gene, 50423	1	chr18	81083064	81098084	15021	+
ENSMUSG00000097181	4930594M17Rik	lncRNA	RIKEN cDNA 4930594M17 gene	1	chr18	81226204	81236066	9863	-
ENSMUSG00000117717	Gm30192	lncRNA	predicted gene, 30192	1	chr18	81264691	81331479	66789	+
ENSMUSG00000118227	Gm30288	lncRNA	predicted gene, 30288	1	chr18	81434183	81457899	23717	-
ENSMUSG00000118300	Gm50412	lncRNA	predicted gene, 50412	1	chr18	81480357	81515768	35412	+
ENSMUSG00000117870	Gm41792	lncRNA	predicted gene, 41792	1	chr18	81627846	81637747	9902	-
ENSMUSG00000118172	Gm50414	lncRNA	predicted gene, 50414	1	chr18	81642109	81648941	6833	-
ENSMUSG00000118363	Gm50290	lncRNA	predicted gene, 50290	1	chr18	81708536	81713817	5282	+
ENSMUSG00000118073	Gm50291	lncRNA	predicted gene, 50291	1	chr18	81722189	81724623	2435	+
ENSMUSG00000118254	Gm46614	lncRNA	predicted gene, 46614	1	chr18	81772059	81822469	50411	+
ENSMUSG00000117892	Gm30454	lncRNA	predicted gene, 30454	1	chr18	81844352	81850016	5665	-
ENSMUSG00000117817	Gm50292	lncRNA	predicted gene, 50292	1	chr18	81913129	81916728	3600	-
ENSMUSG00000117923	Gm30593	lncRNA	predicted gene, 30593	1	chr18	81933907	81969481	35575	+
ENSMUSG00000117913	Gm50294	lncRNA	predicted gene, 50294	1	chr18	82244560	82258510	13951	-
ENSMUSG00000118279	Gm50298	lncRNA	predicted gene, 50298	1	chr18	82281285	82283725	2441	+
ENSMUSG00000118057	B020010K11Rik	lncRNA	RIKEN cDNA B020010K11 gene	1	chr18	82336250	82361600	25351	-
ENSMUSG00000024553	Galr1	protein_coding	galanin receptor 1	8	chr18	82392380	82406777	14398	-
ENSMUSG00000041607	Mbp	protein_coding	myelin basic protein	17	chr18	82475146	82585637	110492	+
ENSMUSG00000041258	Zfp236	protein_coding	zinc finger protein 236	18	chr18	82593593	82692883	99291	-
ENSMUSG00000118012	Gm46620	lncRNA	predicted gene, 46620	1	chr18	82694287	82701336	7050	+
ENSMUSG00000117824	Gm50350	lncRNA	predicted gene, 50350	1	chr18	82702432	82706174	3743	+
ENSMUSG00000117842	Gm41793	lncRNA	predicted gene, 41793	1	chr18	82712795	82726179	13385	-
ENSMUSG00000117888	Gm50351	lncRNA	predicted gene, 50351	1	chr18	82717968	82720578	2611	+
ENSMUSG00000101773	2210420H20Rik	lncRNA	RIKEN cDNA 2210420H20 gene	1	chr18	82754505	82759041	4537	-
ENSMUSG00000118085	Gm50356	lncRNA	predicted gene, 50356	1	chr18	82758718	82762401	3684	+
ENSMUSG00000097738	4930445N18Rik	lncRNA	RIKEN cDNA 4930445N18 gene	2	chr18	82855894	82870604	14711	+
ENSMUSG00000117762	Gm30889	lncRNA	predicted gene, 30889	1	chr18	82902078	82905676	3599	+
ENSMUSG00000058881	Zfp516	protein_coding	zinc finger protein 516	13	chr18	82910663	83005314	94652	+
ENSMUSG00000118339	4930592I03Rik	lncRNA	RIKEN cDNA 4930592I03 gene	1	chr18	82918403	82920560	2158	-
ENSMUSG00000118094	AC142100.1	lncRNA		1	chr18	83011903	83078855	66953	+
ENSMUSG00000117976	Gm50437	lncRNA	predicted gene, 50437	1	chr18	83012663	83021155	8493	-
ENSMUSG00000100430	1700095A13Rik	lncRNA	RIKEN cDNA 1700095A13 gene	2	chr18	83075308	83107890	32583	-
ENSMUSG00000118333	4921531P14Rik	lncRNA	RIKEN cDNA 4921531P14 gene	1	chr18	83292771	83325884	33114	-
ENSMUSG00000117783	Gm31265	lncRNA	predicted gene, 31265	1	chr18	83355585	83368145	12561	+
ENSMUSG00000117993	Gm31503	lncRNA	predicted gene, 31503	1	chr18	83361235	83371350	10116	-
ENSMUSG00000117715	Gm50413	lncRNA	predicted gene, 50413	1	chr18	83392558	83399621	7064	-
ENSMUSG00000118060	4933401L05Rik	lncRNA	RIKEN cDNA 4933401L05 gene	1	chr18	83417654	83423479	5826	-
ENSMUSG00000118387	Gm50415	lncRNA	predicted gene, 50415	1	chr18	83490414	83494417	4004	+
ENSMUSG00000118175	Gm50416	lncRNA	predicted gene, 50416	1	chr18	83496221	83525304	29084	-
ENSMUSG00000117658	Gm50417	lncRNA	predicted gene, 50417	1	chr18	83600388	83603102	2715	-
ENSMUSG00000118222	Gm50418	lncRNA	predicted gene, 50418	1	chr18	83624800	83626076	1277	+
ENSMUSG00000118200	Gm31621	lncRNA	predicted gene, 31621	1	chr18	83633641	83638085	4445	-
ENSMUSG00000118024	Gm50419	lncRNA	predicted gene, 50419	1	chr18	83807617	83827606	19990	-
ENSMUSG00000046982	Tshz1	protein_coding	teashirt zinc finger family member 1	11	chr18	84011627	84087706	76080	-
ENSMUSG00000049090	Zadh2	protein_coding	zinc binding alcohol dehydrogenase, domain containing 2	3	chr18	84088063	84097528	9466	+
ENSMUSG00000118225	Gm31854	lncRNA	predicted gene, 31854	1	chr18	84097660	84102266	4607	-
ENSMUSG00000117915	Gm50309	lncRNA	predicted gene, 50309	1	chr18	84110786	84111908	1123	-
ENSMUSG00000048410	Zfp407	protein_coding	zinc finger protein 407	17	chr18	84128027	84589725	461699	-
ENSMUSG00000118385	Gm50311	lncRNA	predicted gene, 50311	1	chr18	84202924	84209674	6751	+
ENSMUSG00000056162	Cndp1	protein_coding	carnosine dipeptidase 1 (metallopeptidase M20 family)	14	chr18	84610509	84650095	39587	-
ENSMUSG00000117676	Gm50314	lncRNA	predicted gene, 50314	1	chr18	84625745	84640906	15162	+
ENSMUSG00000024644	Cndp2	protein_coding	CNDP dipeptidase 2 (metallopeptidase M20 family)	17	chr18	84667465	84685702	18238	-
ENSMUSG00000089760	D030046N08Rik	lncRNA	RIKEN cDNA D030046N08 gene	1	chr18	84719004	84720775	1772	-
ENSMUSG00000047992	Dipk1c	protein_coding	divergent protein kinase domain 1C	11	chr18	84719236	84740436	21201	+
ENSMUSG00000118075	Gm38576	lncRNA	predicted gene, 38576	1	chr18	84744067	84754251	10185	+
ENSMUSG00000117781	Gm17266	protein_coding	predicted gene, 17266	1	chr18	84798558	84836716	38159	-
ENSMUSG00000024646	Cyb5a	protein_coding	cytochrome b5 type A (microsomal)	14	chr18	84838704	84879871	41168	+
ENSMUSG00000089744	Gm16146	lncRNA	predicted gene 16146	2	chr18	84857917	84859586	1670	-
ENSMUSG00000034391	Fbxo15	protein_coding	F-box protein 15	12	chr18	84934782	84981473	46692	+
ENSMUSG00000024645	Timm21	protein_coding	translocase of inner mitochondrial membrane 21	5	chr18	84946191	84951524	5334	-
ENSMUSG00000118198	Gm50370	lncRNA	predicted gene, 50370	1	chr18	85071836	85083451	11616	+
ENSMUSG00000050321	Neto1	protein_coding	neuropilin (NRP) and tolloid (TLL)-like 1	3	chr18	86394952	86506718	111767	+
ENSMUSG00000117778	Gm50384	lncRNA	predicted gene, 50384	1	chr18	86471522	86473929	2408	-
ENSMUSG00000117736	Gm50386	lncRNA	predicted gene, 50386	1	chr18	86601971	86619331	17361	+
ENSMUSG00000024647	Cbln2	protein_coding	cerebellin 2 precursor protein	14	chr18	86711110	86718283	7174	+
ENSMUSG00000069324	Gm5096	protein_coding	predicted gene 5096	6	chr18	87756286	87758151	1866	+
ENSMUSG00000118352	Gm50401	lncRNA	predicted gene, 50401	1	chr18	88609402	88658807	49406	+
ENSMUSG00000056153	Socs6	protein_coding	suppressor of cytokine signaling 6	15	chr18	88665224	88927481	262258	-
ENSMUSG00000023066	Rttn	protein_coding	rotatin	10	chr18	88971790	89131016	159227	+
ENSMUSG00000034028	Cd226	protein_coding	CD226 antigen	16	chr18	89176967	89272229	95263	+
ENSMUSG00000073514	Dok6	protein_coding	docking protein 6	4	chr18	89292424	89769528	477105	-
ENSMUSG00000117805	Gm18280	lncRNA	predicted gene, 18280	1	chr18	90459994	90483460	23467	-
ENSMUSG00000024614	Tmx3	protein_coding	thioredoxin-related transmembrane protein 3	7	chr18	90510154	90543267	33114	+
ENSMUSG00000110277	Gm45871	protein_coding	predicted gene 45871	2	chr18	90579777	90592528	12752	+
ENSMUSG00000100969	1700030N03Rik	lncRNA	RIKEN cDNA 1700030N03 gene	7	chr19	3053071	3197732	144662	-
ENSMUSG00000117761	Gm50428	IG_V_pseudogene	predicted gene, 50428	1	chr19	3134645	3134959	315	+
ENSMUSG00000118182	Gm50427	IG_V_pseudogene	predicted gene, 50427	1	chr19	3142760	3143065	306	+
ENSMUSG00000118393	Gm50426	IG_V_pseudogene	predicted gene, 50426	1	chr19	3184959	3185273	315	+
ENSMUSG00000024831	Ighmbp2	protein_coding	immunoglobulin mu binding protein 2	14	chr19	3259076	3283017	23942	-
ENSMUSG00000024829	Mrpl21	protein_coding	mitochondrial ribosomal protein L21	12	chr19	3282901	3292837	9937	+
ENSMUSG00000024900	Cpt1a	protein_coding	carnitine palmitoyltransferase 1a, liver	5	chr19	3322334	3385733	63400	+
ENSMUSG00000024905	Tesmin	protein_coding	testis expressed metallothionein like	15	chr19	3388857	3407823	18967	+
ENSMUSG00000024907	Gal	protein_coding	galanin and GMAP prepropeptide	7	chr19	3409915	3414544	4630	-
ENSMUSG00000024908	Ppp6r3	protein_coding	protein phosphatase 6, regulatory subunit 3	15	chr19	3454928	3575749	120822	-
ENSMUSG00000114315	Gm48696	lncRNA	predicted gene, 48696	1	chr19	3486090	3488014	1925	+
ENSMUSG00000114302	Gm48683	lncRNA	predicted gene, 48683	1	chr19	3527104	3528613	1510	+
ENSMUSG00000024913	Lrp5	protein_coding	low density lipoprotein receptor-related protein 5	16	chr19	3584828	3686564	101737	-
ENSMUSG00000118249	Gm36608	lncRNA	predicted gene, 36608	1	chr19	3689686	3708176	18491	-
ENSMUSG00000035372	1810055G02Rik	protein_coding	RIKEN cDNA 1810055G02 gene	2	chr19	3708293	3717881	9589	+
ENSMUSG00000117739	Gm36787	lncRNA	predicted gene, 36787	1	chr19	3713044	3719573	6530	-
ENSMUSG00000117773	Gm50375	lncRNA	predicted gene, 50375	1	chr19	3740225	3742537	2313	-
ENSMUSG00000045098	Kmt5b	protein_coding	lysine methyltransferase 5B	19	chr19	3767421	3818303	50883	+
ENSMUSG00000082848	Gm16066	lncRNA	predicted gene 16066	1	chr19	3798615	3852419	53805	-
ENSMUSG00000024843	Chka	protein_coding	choline kinase alpha	15	chr19	3851773	3894369	42597	+
ENSMUSG00000117912	Gm50383	lncRNA	predicted gene, 50383	1	chr19	3863568	3867673	4106	-
ENSMUSG00000001750	Tcirg1	protein_coding	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	16	chr19	3896050	3907133	11084	-
ENSMUSG00000059734	Ndufs8	protein_coding	NADH:ubiquinone oxidoreductase core subunit S8	7	chr19	3908863	3912774	3912	-
ENSMUSG00000024885	Aldh3b1	protein_coding	aldehyde dehydrogenase 3 family, member B1	9	chr19	3913491	3929808	16318	-
ENSMUSG00000036908	Unc93b1	protein_coding	unc-93 homolog B1, TLR signaling regulator	17	chr19	3935186	3949340	14155	+
ENSMUSG00000037263	Aldh3b3	protein_coding	aldehyde dehydrogenase 3 family, member B3	13	chr19	3958645	3972103	13459	+
ENSMUSG00000075296	Aldh3b2	protein_coding	aldehyde dehydrogenase 3 family, member B2	5	chr19	3972328	3981646	9319	+
ENSMUSG00000024866	Acy3	protein_coding	aspartoacylase (aminoacylase) 3	10	chr19	3986570	3990007	3438	+
ENSMUSG00000037477	Tbx10	protein_coding	T-box 10	8	chr19	3992752	3999512	6761	+
ENSMUSG00000118132	4833408A19Rik	lncRNA	RIKEN cDNA 4833408A19 gene	1	chr19	3999548	4000542	995	-
ENSMUSG00000110949	Nudt8	protein_coding	nudix (nucleoside diphosphate linked moiety X)-type motif 8	1	chr19	4000580	4002103	1524	+
ENSMUSG00000086107	Gm16312	lncRNA	predicted gene 16312	1	chr19	4000758	4001232	475	-
ENSMUSG00000024871	Doc2g	protein_coding	double C2, gamma	11	chr19	4003313	4007005	3693	+
ENSMUSG00000037916	Ndufv1	protein_coding	NADH:ubiquinone oxidoreductase core subunit V1	14	chr19	4007384	4012806	5423	-
ENSMUSG00000060803	Gstp1	protein_coding	glutathione S-transferase, pi 1	6	chr19	4035407	4037985	2579	-
ENSMUSG00000038155	Gstp2	protein_coding	glutathione S-transferase, pi 2	11	chr19	4040285	4046023	5739	-
ENSMUSG00000058216	Gstp3	protein_coding	glutathione S-transferase pi 3	13	chr19	4057477	4059569	2093	-
ENSMUSG00000024857	Cabp2	protein_coding	calcium binding protein 2	16	chr19	4081578	4087340	5763	+
ENSMUSG00000024856	Cdk2ap2	protein_coding	CDK2-associated protein 2	10	chr19	4097182	4099019	1838	+
ENSMUSG00000024851	Pitpnm1	protein_coding	phosphatidylinositol transfer protein, membrane-associated 1	14	chr19	4099998	4113965	13968	+
ENSMUSG00000024847	Aip	protein_coding	aryl-hydrocarbon receptor-interacting protein	15	chr19	4114446	4125858	11413	-
ENSMUSG00000024845	Tmem134	protein_coding	transmembrane protein 134	17	chr19	4125934	4132307	6374	+
ENSMUSG00000024842	Cabp4	protein_coding	calcium binding protein 4	8	chr19	4135423	4144033	8611	-
ENSMUSG00000044724	Gpr152	protein_coding	G protein-coupled receptor 152	9	chr19	4139787	4145740	5954	+
ENSMUSG00000024835	Coro1b	protein_coding	coronin, actin binding protein 1B	15	chr19	4148619	4154035	5417	+
ENSMUSG00000045826	Ptprcap	protein_coding	protein tyrosine phosphatase, receptor type, C polypeptide-associated protein	9	chr19	4153604	4156751	3148	+
ENSMUSG00000024830	Rps6kb2	protein_coding	ribosomal protein S6 kinase, polypeptide 2	17	chr19	4153991	4163354	9364	-
ENSMUSG00000075289	Carns1	protein_coding	carnosine synthase 1	5	chr19	4164324	4175479	11156	-
ENSMUSG00000097233	Gm17552	lncRNA	predicted gene, 17552	1	chr19	4169566	4174284	4719	+
ENSMUSG00000040247	Tbc1d10c	protein_coding	TBC1 domain family, member 10c	6	chr19	4183411	4191284	7874	-
ENSMUSG00000040385	Ppp1ca	protein_coding	protein phosphatase 1 catalytic subunit alpha	7	chr19	4192065	4195420	3356	+
ENSMUSG00000117839	Gm50251	lncRNA	predicted gene, 50251	1	chr19	4192109	4192782	674	-
ENSMUSG00000024824	Rad9a	protein_coding	RAD9 checkpoint clamp component A	7	chr19	4195196	4201662	6467	-
ENSMUSG00000118245	Gm30082	lncRNA	predicted gene, 30082	1	chr19	4201779	4203240	1462	+
ENSMUSG00000040663	Clcf1	protein_coding	cardiotrophin-like cytokine factor 1	9	chr19	4214238	4223490	9253	+
ENSMUSG00000024854	Pold4	protein_coding	polymerase (DNA-directed), delta 4	4	chr19	4231899	4233634	1736	+
ENSMUSG00000117718	1500032F14Rik	lncRNA	RIKEN cDNA 1500032F14 gene	1	chr19	4254031	4257651	3621	-
ENSMUSG00000034616	Ssh3	protein_coding	slingshot protein phosphatase 3	17	chr19	4261668	4269180	7513	-
ENSMUSG00000005986	Ankrd13d	protein_coding	ankyrin repeat domain 13 family, member D	16	chr19	4270180	4283137	12958	-
ENSMUSG00000118344	Gm50152	lncRNA	predicted gene, 50152	1	chr19	4273987	4275643	1657	+
ENSMUSG00000024858	Grk2	protein_coding	G protein-coupled receptor kinase 2	14	chr19	4286001	4306222	20222	-
ENSMUSG00000054611	Kdm2a	protein_coding	lysine (K)-specific demethylase 2A	17	chr19	4314419	4398285	83867	-
ENSMUSG00000041845	Rhod	protein_coding	ras homolog family member D	11	chr19	4425459	4439432	13974	-
ENSMUSG00000087132	A930001C03Rik	lncRNA	RIKEN cDNA A930001C03 gene	8	chr19	4439003	4448973	9971	+
ENSMUSG00000049303	Syt12	protein_coding	synaptotagmin XII	10	chr19	4445908	4477447	31540	-
ENSMUSG00000042041	2010003K11Rik	protein_coding	RIKEN cDNA 2010003K11 gene	7	chr19	4496788	4498583	1796	-
ENSMUSG00000024892	Pcx	protein_coding	pyruvate carboxylase	17	chr19	4510472	4621752	111281	+
ENSMUSG00000045045	Lrfn4	protein_coding	leucine rich repeat and fibronectin type III domain containing 4	7	chr19	4611785	4615667	3883	-
ENSMUSG00000024889	Rce1	protein_coding	Ras converting CAAX endopeptidase 1	5	chr19	4622591	4625641	3051	-
ENSMUSG00000071691	Gm960	protein_coding	predicted gene 960	11	chr19	4625734	4698668	72935	-
ENSMUSG00000067889	Sptbn2	protein_coding	spectrin beta, non-erythrocytic 2	6	chr19	4711167	4752360	41194	+
ENSMUSG00000033760	Rbm4b	protein_coding	RNA binding motif protein 4B	17	chr19	4756497	4767065	10569	+
ENSMUSG00000094936	Rbm4	protein_coding	RNA binding motif protein 4	8	chr19	4784293	4793901	9609	-
ENSMUSG00000006456	Rbm14	protein_coding	RNA binding motif protein 14	10	chr19	4800569	4811634	11066	-
ENSMUSG00000095913	Gm21844	lncRNA	predicted gene, 21844	1	chr19	4801512	4805784	4273	+
ENSMUSG00000034108	Ccs	protein_coding	copper chaperone for superoxide dismutase	6	chr19	4825366	4839332	13967	-
ENSMUSG00000067872	Ccdc87	protein_coding	coiled-coil domain containing 87	2	chr19	4839366	4842528	3163	+
ENSMUSG00000083282	Ctsf	protein_coding	cathepsin F	3	chr19	4855130	4860918	5789	+
ENSMUSG00000006457	Actn3	protein_coding	actinin alpha 3	4	chr19	4861216	4877909	16694	-
ENSMUSG00000006463	Zdhhc24	protein_coding	zinc finger, DHHC domain containing 24	13	chr19	4878668	4885397	6730	+
ENSMUSG00000006464	Bbs1	protein_coding	Bardet-Biedl syndrome 1 (human)	9	chr19	4886878	4906628	19751	-
ENSMUSG00000063904	Dpp3	protein_coding	dipeptidylpeptidase 3	4	chr19	4907229	4928287	21059	-
ENSMUSG00000024901	Peli3	protein_coding	pellino 3	15	chr19	4929717	4943127	13411	-
ENSMUSG00000024902	Mrpl11	protein_coding	mitochondrial ribosomal protein L11	5	chr19	4962147	4966999	4853	+
ENSMUSG00000045903	Npas4	protein_coding	neuronal PAS domain protein 4	9	chr19	4984355	4990316	5962	-
ENSMUSG00000024891	Slc29a2	protein_coding	solute carrier family 29 (nucleoside transporters), member 2	6	chr19	5023860	5031972	8113	+
ENSMUSG00000047379	B4gat1	protein_coding	beta-1,4-glucuronyltransferase 1	7	chr19	5038826	5041131	2306	+
ENSMUSG00000080268	Brms1	protein_coding	breast cancer metastasis-suppressor 1	4	chr19	5041354	5049917	8564	+
ENSMUSG00000024883	Rin1	protein_coding	Ras and Rab interactor 1	8	chr19	5050481	5057071	6591	+
ENSMUSG00000056481	Cd248	protein_coding	CD248 antigen, endosialin	7	chr19	5068078	5070682	2605	+
ENSMUSG00000061451	Tmem151a	protein_coding	transmembrane protein 151A	13	chr19	5070859	5085531	14673	-
ENSMUSG00000117893	Gm46658	lncRNA	predicted gene, 46658	1	chr19	5072229	5075257	3029	+
ENSMUSG00000024875	Yif1a	protein_coding	Yip1 interacting factor homolog A (S. cerevisiae)	5	chr19	5088538	5092881	4344	+
ENSMUSG00000024873	Cnih2	protein_coding	cornichon family AMPA receptor auxiliary protein 2	7	chr19	5092868	5098521	5654	-
ENSMUSG00000024870	Rab1b	protein_coding	RAB1B, member RAS oncogene family	6	chr19	5099205	5107072	7868	-
ENSMUSG00000024862	Klc2	protein_coding	kinesin light chain 2	16	chr19	5107746	5118560	10815	-
ENSMUSG00000117710	Gm10817	lncRNA	predicted gene 10817	1	chr19	5118038	5119329	1292	+
ENSMUSG00000024855	Pacs1	protein_coding	phosphofurin acidic cluster sorting protein 1	10	chr19	5133158	5273119	139962	-
ENSMUSG00000024853	Sf3b2	protein_coding	splicing factor 3b, subunit 2	10	chr19	5273932	5295455	21524	-
ENSMUSG00000118243	Gm50203	lncRNA	predicted gene, 50203	1	chr19	5295196	5296028	833	+
ENSMUSG00000047658	Gal3st3	protein_coding	galactose-3-O-sulfotransferase 3	6	chr19	5298331	5308738	10408	+
ENSMUSG00000118263	Gm42064	lncRNA	predicted gene, 42064	1	chr19	5305875	5307416	1542	-
ENSMUSG00000038498	Catsper1	protein_coding	cation channel, sperm associated 1	4	chr19	5335741	5344280	8540	+
ENSMUSG00000024846	Cst6	protein_coding	cystatin E/M	6	chr19	5344705	5349574	4870	-
ENSMUSG00000024844	Banf1	protein_coding	barrier to autointegration factor 1	15	chr19	5364638	5367168	2531	-
ENSMUSG00000024841	Eif1ad	protein_coding	eukaryotic translation initiation factor 1A domain containing	8	chr19	5366741	5371526	4786	+
ENSMUSG00000039148	Sart1	protein_coding	squamous cell carcinoma antigen recognized by T cells 1	5	chr19	5377523	5388703	11181	-
ENSMUSG00000117959	D330050I16Rik	lncRNA	RIKEN cDNA D330050I16 gene	1	chr19	5388336	5389601	1266	+
ENSMUSG00000039330	Tsga10ip	protein_coding	testis specific 10 interacting protein	5	chr19	5390049	5402526	12478	-
ENSMUSG00000086938	4930481A15Rik	lncRNA	RIKEN cDNA 4930481A15 gene	9	chr19	5406740	5422847	16108	+
ENSMUSG00000024914	Drap1	protein_coding	Dr1 associated protein 1 (negative cofactor 2 alpha)	16	chr19	5422805	5424979	2175	-
ENSMUSG00000047423	AI837181	protein_coding	expressed sequence AI837181	10	chr19	5425144	5427313	2170	+
ENSMUSG00000024912	Fosl1	protein_coding	fos-like antigen 1	6	chr19	5447547	5455946	8400	+
ENSMUSG00000095098	Ccdc85b	protein_coding	coiled-coil domain containing 85B	2	chr19	5453180	5457894	4715	-
ENSMUSG00000024911	Fibp	protein_coding	fibroblast growth factor (acidic) intracellular binding protein	7	chr19	5460615	5465051	4437	+
ENSMUSG00000024910	Ctsw	protein_coding	cathepsin W	5	chr19	5465043	5468507	3465	-
ENSMUSG00000024909	Efemp2	protein_coding	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	15	chr19	5473954	5482517	8564	+
ENSMUSG00000024906	Mus81	protein_coding	MUS81 structure-specific endonuclease subunit	10	chr19	5482345	5488402	6058	-
ENSMUSG00000056201	Cfl1	protein_coding	cofilin 1, non-muscle	8	chr19	5490455	5495201	4747	+
ENSMUSG00000056185	Snx32	protein_coding	sorting nexin 32	5	chr19	5492235	5510538	18304	-
ENSMUSG00000100937	1700020D05Rik	protein_coding	RIKEN cDNA 1700020D05 gene	1	chr19	5502767	5503787	1021	-
ENSMUSG00000024922	Ovol1	protein_coding	ovo like zinc finger 1	2	chr19	5549136	5560646	11511	-
ENSMUSG00000117861	1810058N15Rik	lncRNA	RIKEN cDNA 1810058N15 gene	1	chr19	5560260	5561677	1418	+
ENSMUSG00000049562	Ap5b1	protein_coding	adaptor-related protein complex 5, beta 1 subunit	6	chr19	5568025	5571261	3237	+
ENSMUSG00000024925	Rnaseh2c	protein_coding	ribonuclease H2, subunit C	11	chr19	5601873	5607019	5147	+
