gene_id	gene_name	gene_type	gene_description	gene_version	seqnames	start	end	width	strand
ENSMUSG00000049173	Myoz3	protein_coding	myozenin 3	9	chr18	60706822	60724860	18039	-
ENSMUSG00000043079	Synpo	protein_coding	synaptopodin	18	chr18	60727045	60793214	66170	-
ENSMUSG00000054008	Ndst1	protein_coding	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	10	chr18	60817566	60881722	64157	-
ENSMUSG00000024608	Rps14	protein_coding	ribosomal protein S14	12	chr18	60880170	60911618	31449	+
ENSMUSG00000024610	Cd74	protein_coding	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	16	chr18	60936920	60945724	8805	+
ENSMUSG00000024613	Tcof1	protein_coding	treacle ribosome biogenesis factor 1	17	chr18	60946827	60982043	35217	-
ENSMUSG00000036412	Arsi	protein_coding	arylsulfatase i	6	chr18	61044852	61051633	6782	+
ENSMUSG00000024617	Camk2a	protein_coding	calcium/calmodulin-dependent protein kinase II alpha	17	chr18	61058690	61121224	62535	+
ENSMUSG00000052026	Slc6a7	protein_coding	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	9	chr18	61128452	61147294	18843	-
ENSMUSG00000024619	Cdx1	protein_coding	caudal type homeobox 1	9	chr18	61151934	61169271	17338	-
ENSMUSG00000024620	Pdgfrb	protein_coding	platelet derived growth factor receptor, beta polypeptide	12	chr18	61178222	61218133	39912	+
ENSMUSG00000024621	Csf1r	protein_coding	colony stimulating factor 1 receptor	17	chr18	61233670	61265221	31552	+
ENSMUSG00000024622	Hmgxb3	protein_coding	HMG box domain containing 3	9	chr18	61264349	61310122	45774	-
ENSMUSG00000034320	Slc26a2	protein_coding	solute carrier family 26 (sulfate transporter), member 2	15	chr18	61325991	61344684	18694	-
ENSMUSG00000024575	Pde6a	protein_coding	phosphodiesterase 6A, cGMP-specific, rod, alpha	17	chr18	61353387	61422995	69609	+
ENSMUSG00000033871	Ppargc1b	protein_coding	peroxisome proliferative activated receptor, gamma, coactivator 1 beta	15	chr18	61431207	61533502	102296	-
ENSMUSG00000118229	Lncbate10	lncRNA	brown adipose tissue enriched long noncoding RNA 10	2	chr18	61603296	61617678	14383	-
ENSMUSG00000117713	Gm46637	lncRNA	predicted gene, 46637	2	chr18	61617837	61622291	4455	+
ENSMUSG00000045094	Arhgef37	protein_coding	Rho guanine nucleotide exchange factor (GEF) 37	9	chr18	61624728	61669665	44938	-
ENSMUSG00000024576	Csnk1a1	protein_coding	casein kinase 1, alpha 1	15	chr18	61688345	61723132	34788	+
ENSMUSG00000098098	Bvht	lncRNA	braveheart long non-coding RNA	9	chr18	61747529	61780560	33032	+
ENSMUSG00000120623	Gm56503	lncRNA	predicted gene, 56503	1	chr18	61778949	61779750	802	-
ENSMUSG00000097324	Carmn	lncRNA	cardiac mesoderm enhancer-associated non-coding RNA	10	chr18	61782696	61798608	15913	-
ENSMUSG00000024578	Il17b	protein_coding	interleukin 17B	4	chr18	61817958	61825609	7652	+
ENSMUSG00000102778	Gm38165	lncRNA	predicted gene, 38165	2	chr18	61824117	61825455	1339	-
ENSMUSG00000024579	Pcyox1l	protein_coding	prenylcysteine oxidase 1 like	8	chr18	61829908	61840706	10799	-
ENSMUSG00000024580	Grpel2	protein_coding	GrpE-like 2, mitochondrial	9	chr18	61845495	61859396	13902	-
ENSMUSG00000098702	1500015A07Rik	lncRNA	RIKEN cDNA 1500015A07 gene	3	chr18	61859455	61868995	9541	+
ENSMUSG00000033032	Afap1l1	protein_coding	actin filament associated protein 1-like 1	16	chr18	61863332	61919773	56442	-
ENSMUSG00000032735	Ablim3	protein_coding	actin binding LIM protein family, member 3	16	chr18	61932463	62044895	112433	-
ENSMUSG00000045629	Sh3tc2	protein_coding	SH3 domain and tetratricopeptide repeats 2	9	chr18	62086146	62157473	71328	+
ENSMUSG00000118370	Gm41750	lncRNA	predicted gene, 41750	2	chr18	62275689	62279579	3891	+
ENSMUSG00000045730	Adrb2	protein_coding	adrenergic receptor, beta 2	5	chr18	62310887	62313030	2144	-
ENSMUSG00000054589	Gm9949	lncRNA	predicted gene 9949	3	chr18	62313187	62337877	24691	+
ENSMUSG00000026322	Htr4	protein_coding	5 hydroxytryptamine (serotonin) receptor 4	10	chr18	62457275	62629648	172374	+
ENSMUSG00000042211	Fbxo38	protein_coding	F-box protein 38	8	chr18	62637226	62681766	44541	-
ENSMUSG00000044176	Spink10	protein_coding	serine peptidase inhibitor, Kazal type 10	13	chr18	62681982	62801141	119160	+
ENSMUSG00000110576	Gm36368	protein_coding	predicted gene, 36368	3	chr18	62699481	62712223	12743	-
ENSMUSG00000060201	Spink7	protein_coding	serine peptidase inhibitor, Kazal type 7 (putative)	6	chr18	62725265	62729398	4134	-
ENSMUSG00000073551	Spink13	protein_coding	serine peptidase inhibitor, Kazal type 13	6	chr18	62740606	62874458	133853	-
ENSMUSG00000041789	2700046A07Rik	lncRNA	RIKEN cDNA 2700046A07 gene	8	chr18	62884745	62889418	4674	-
ENSMUSG00000117671	Gm50128	lncRNA	predicted gene, 50128	2	chr18	63036249	63055200	18952	-
ENSMUSG00000071847	Apcdd1	protein_coding	adenomatosis polyposis coli down-regulated 1	14	chr18	63055302	63094250	38949	+
ENSMUSG00000024581	Napg	protein_coding	N-ethylmaleimide sensitive fusion protein attachment protein gamma	14	chr18	63110902	63132521	21620	+
ENSMUSG00000041482	Piezo2	protein_coding	piezo-type mechanosensitive ion channel component 2	18	chr18	63143284	63520254	376971	-
ENSMUSG00000097980	Gm26972	lncRNA	predicted gene, 26972	3	chr18	63532285	63554268	21984	+
ENSMUSG00000024583	Txnl1	protein_coding	thioredoxin-like 1	4	chr18	63794165	63841872	47708	-
ENSMUSG00000040560	Wdr7	protein_coding	WD repeat domain 7	11	chr18	63841756	64122847	281092	+
ENSMUSG00000117977	Gm50106	lncRNA	predicted gene, 50106	2	chr18	63893403	63896288	2886	-
ENSMUSG00000086128	St8sia3os	lncRNA	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3, opposite strand	9	chr18	64290792	64466777	175986	-
ENSMUSG00000056812	St8sia3	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	15	chr18	64387430	64412682	25253	+
ENSMUSG00000045991	Onecut2	protein_coding	one cut domain, family member 2	20	chr18	64473091	64534058	60968	+
ENSMUSG00000024588	Fech	protein_coding	ferrochelatase	11	chr18	64585985	64623322	37338	-
ENSMUSG00000024587	Nars	protein_coding	asparaginyl-tRNA synthetase	11	chr18	64632718	64649723	17006	-
ENSMUSG00000039529	Atp8b1	protein_coding	ATPase, class I, type 8B, member 1	10	chr18	64662038	64794338	132301	-
ENSMUSG00000118356	Gm50353	lncRNA	predicted gene, 50353	2	chr18	64826607	64833125	6519	-
ENSMUSG00000118045	Gm29860	lncRNA	predicted gene, 29860	2	chr18	64932940	64939567	6628	-
ENSMUSG00000114210	A330084C13Rik	lncRNA	RIKEN cDNA A330084C13 gene	4	chr18	65017546	65021789	4244	-
ENSMUSG00000024589	Nedd4l	protein_coding	neural precursor cell expressed, developmentally down-regulated gene 4-like	19	chr18	65020776	65350899	330124	+
ENSMUSG00000117895	Gm50368	lncRNA	predicted gene, 50368	2	chr18	65111617	65134246	22630	-
ENSMUSG00000120534	Gm56499	lncRNA	predicted gene, 56499	1	chr18	65171275	65173777	2503	-
ENSMUSG00000120682	Gm56505	lncRNA	predicted gene, 56505	1	chr18	65352616	65353901	1286	-
ENSMUSG00000118017	Gm29966	lncRNA	predicted gene, 29966	3	chr18	65377358	65385692	8335	+
ENSMUSG00000032845	Alpk2	protein_coding	alpha-kinase 2	17	chr18	65398600	65527137	128538	-
ENSMUSG00000118101	F730048M01Rik	lncRNA	RIKEN cDNA F730048M01 gene	2	chr18	65439501	65442947	3447	+
ENSMUSG00000118163	Gm41757	lncRNA	predicted gene, 41757	2	chr18	65482228	65501895	19668	+
ENSMUSG00000117721	Gm50221	lncRNA	predicted gene, 50221	2	chr18	65523405	65526102	2698	+
ENSMUSG00000118078	Gm50228	lncRNA	predicted gene, 50228	3	chr18	65548070	65548613	544	+
ENSMUSG00000032688	Malt1	protein_coding	MALT1 paracaspase	10	chr18	65564009	65612138	48130	+
ENSMUSG00000117860	Gm30018	lncRNA	predicted gene, 30018	2	chr18	65659224	65664872	5649	-
ENSMUSG00000117992	Gm41760	lncRNA	predicted gene, 41760	2	chr18	65711423	65713815	2393	-
ENSMUSG00000042439	Zfp532	protein_coding	zinc finger protein 532	14	chr18	65712983	65822514	109532	+
ENSMUSG00000118234	Gm50115	lncRNA	predicted gene, 50115	2	chr18	65752731	65757997	5267	-
ENSMUSG00000117775	Gm50462	lncRNA	predicted gene, 50462	2	chr18	65767864	65770541	2678	+
ENSMUSG00000046610	Oacyl	protein_coding	O-acyltransferase like	16	chr18	65831339	65884672	53334	+
ENSMUSG00000024516	Sec11c	protein_coding	SEC11 homolog C, signal peptidase complex subunit	14	chr18	65933586	65950755	17170	+
ENSMUSG00000118170	Gm30094	lncRNA	predicted gene, 30094	2	chr18	65996404	66027826	31423	-
ENSMUSG00000024517	Grp	protein_coding	gastrin releasing peptide	18	chr18	66005891	66019667	13777	+
ENSMUSG00000024518	Rax	protein_coding	retina and anterior neural fold homeobox	5	chr18	66061348	66072858	11511	-
ENSMUSG00000097907	Raxos1	lncRNA	retina and anterior neural fold homeobox, opposite strand 1	3	chr18	66070609	66073518	2910	+
ENSMUSG00000024519	Cplx4	protein_coding	complexin 4	7	chr18	66088793	66103308	14516	-
ENSMUSG00000041891	Lman1	protein_coding	lectin, mannose-binding, 1	17	chr18	66113809	66155651	41843	-
ENSMUSG00000117907	Gm50142	lncRNA	predicted gene, 50142	2	chr18	66169898	66171354	1457	+
ENSMUSG00000046318	Ccbe1	protein_coding	collagen and calcium binding EGF domains 1	17	chr18	66178373	66435812	257440	-
ENSMUSG00000117764	Gm50143	lncRNA	predicted gene, 50143	2	chr18	66260376	66351359	90984	-
ENSMUSG00000085055	Gm15958	lncRNA	predicted gene 15958	3	chr18	66424345	66452716	28372	+
ENSMUSG00000024521	Pmaip1	protein_coding	phorbol-12-myristate-13-acetate-induced protein 1	9	chr18	66591604	66598636	7033	+
ENSMUSG00000118376	Gm9926	lncRNA	predicted gene 9926	2	chr18	66637249	66644816	7568	+
ENSMUSG00000118201	Gm50161	lncRNA	predicted gene, 50161	2	chr18	66766805	66767670	866	-
ENSMUSG00000117750	Gm30190	lncRNA	predicted gene, 30190	2	chr18	66769899	66807573	37675	-
ENSMUSG00000117737	Gm22219	lncRNA	predicted gene, 22219	2	chr18	66807605	66811032	3428	+
ENSMUSG00000117968	Gm50162	lncRNA	predicted gene, 50162	2	chr18	66894203	66935840	41638	+
ENSMUSG00000047259	Mc4r	protein_coding	melanocortin 4 receptor	4	chr18	66990775	66993577	2803	-
ENSMUSG00000118216	Gm19784	lncRNA	predicted gene, 19784	2	chr18	67056542	67083094	26553	-
ENSMUSG00000117798	Gm50164	lncRNA	predicted gene, 50164	2	chr18	67107236	67110236	3001	+
ENSMUSG00000117868	Gm50165	lncRNA	predicted gene, 50165	2	chr18	67162511	67164589	2079	-
ENSMUSG00000117815	Gm50166	lncRNA	predicted gene, 50166	2	chr18	67199649	67217451	17803	+
ENSMUSG00000024524	Gnal	protein_coding	guanine nucleotide binding protein, alpha stimulating, olfactory type	18	chr18	67221287	67359863	138577	+
ENSMUSG00000117757	Gm50169	lncRNA	predicted gene, 50169	2	chr18	67336406	67339041	2636	-
ENSMUSG00000109901	Chmp1b	protein_coding	charged multivesicular body protein 1B	3	chr18	67338437	67340960	2524	+
ENSMUSG00000062526	Mppe1	protein_coding	metallophosphoesterase 1	5	chr18	67358114	67378901	20788	-
ENSMUSG00000024525	Impa2	protein_coding	inositol monophosphatase 2	8	chr18	67422256	67455542	33287	+
ENSMUSG00000046415	B430212C06Rik	lncRNA	RIKEN cDNA B430212C06 gene	12	chr18	67454279	67477173	22895	-
ENSMUSG00000024526	Cidea	protein_coding	cell death-inducing DNA fragmentation factor, alpha subunit-like effector A	10	chr18	67476674	67500855	24182	+
ENSMUSG00000001473	Tubb6	protein_coding	tubulin, beta 6 class V	8	chr18	67523787	67535819	12033	+
ENSMUSG00000024527	Afg3l2	protein_coding	AFG3-like AAA ATPase 2	11	chr18	67537834	67582242	44409	-
ENSMUSG00000024530	Prelid3a	protein_coding	PRELI domain containing 3A	9	chr18	67597936	67612905	14970	+
ENSMUSG00000024533	Spire1	protein_coding	spire type actin nucleation factor 1	18	chr18	67621279	67743860	122582	-
ENSMUSG00000073542	Cep76	protein_coding	centrosomal protein 76	4	chr18	67750870	67774406	23537	-
ENSMUSG00000024537	Psmg2	protein_coding	proteasome (prosome, macropain) assembly chaperone 2	6	chr18	67774669	67787232	12564	+
ENSMUSG00000024539	Ptpn2	protein_coding	protein tyrosine phosphatase, non-receptor type 2	18	chr18	67798581	67857665	59085	-
ENSMUSG00000118134	4930549G23Rik	lncRNA	RIKEN cDNA 4930549G23 gene	3	chr18	67901369	67933041	31673	-
ENSMUSG00000097835	Gm26910	lncRNA	predicted gene, 26910	3	chr18	67906761	67907927	1167	-
ENSMUSG00000079614	Seh1l	protein_coding	SEH1-like (S. cerevisiae	5	chr18	67907946	67928557	20612	+
ENSMUSG00000024542	Cep192	protein_coding	centrosomal protein 192	10	chr18	67933177	68018241	85065	+
ENSMUSG00000024544	Ldlrad4	protein_coding	low density lipoprotein receptor class A domain containing 4	10	chr18	68066328	68401701	335374	+
ENSMUSG00000120583	Gm56501	lncRNA	predicted gene, 56501	1	chr18	68140624	68142800	2177	+
ENSMUSG00000117891	Gm41764	lncRNA	predicted gene, 41764	2	chr18	68231418	68251445	20028	-
ENSMUSG00000038121	Fam210a	protein_coding	family with sequence similarity 210, member A	7	chr18	68393258	68433404	40147	-
ENSMUSG00000009535	Rnmt	protein_coding	RNA (guanine-7-) methyltransferase	14	chr18	68433426	68457923	24498	+
ENSMUSG00000007480	Mc5r	protein_coding	melanocortin 5 receptor	7	chr18	68470575	68475517	4943	+
ENSMUSG00000117811	Gm29677	lncRNA	predicted gene, 29677	3	chr18	68531175	68699218	168044	+
ENSMUSG00000045569	Mc2r	protein_coding	melanocortin 2 receptor	8	chr18	68539978	68562391	22414	-
ENSMUSG00000118317	Gm30641	lncRNA	predicted gene, 30641	2	chr18	68714986	68719405	4420	+
ENSMUSG00000118102	Gm50260	lncRNA	predicted gene, 50260	2	chr18	68927010	68938429	11420	-
ENSMUSG00000024546	4930546C10Rik	lncRNA	RIKEN cDNA 4930546C10 gene	7	chr18	69022558	69084599	62042	-
ENSMUSG00000110211	Gm31294	lncRNA	predicted gene, 31294	2	chr18	69326407	69328815	2409	-
ENSMUSG00000117889	A730085E03Rik	lncRNA	RIKEN cDNA A730085E03 gene	2	chr18	69331192	69332071	880	+
ENSMUSG00000117970	Gm4402	lncRNA	predicted gene 4402	2	chr18	69350572	69355301	4730	+
ENSMUSG00000053477	Tcf4	protein_coding	transcription factor 4	19	chr18	69476427	69822150	345724	+
ENSMUSG00000120532	Gm31502	lncRNA	predicted gene, 31502	1	chr18	69891395	69912832	21438	-
ENSMUSG00000118028	Gm50215	lncRNA	predicted gene, 50215	2	chr18	70018295	70043795	25501	-
ENSMUSG00000038903	Ccdc68	protein_coding	coiled-coil domain containing 68	14	chr18	70058497	70102555	44059	+
ENSMUSG00000084948	1700061H18Rik	lncRNA	RIKEN cDNA 1700061H18 gene	2	chr18	70076391	70102680	26290	-
ENSMUSG00000086824	4930448D08Rik	lncRNA	RIKEN cDNA 4930448D08 gene	2	chr18	70102748	70105437	2690	+
ENSMUSG00000024511	Rab27b	protein_coding	RAB27B, member RAS oncogene family	16	chr18	70112202	70274676	162475	-
ENSMUSG00000024512	Dynap	protein_coding	dynactin associated protein	5	chr18	70373500	70377653	4154	-
ENSMUSG00000044906	4930503L19Rik	protein_coding	RIKEN cDNA 4930503L19 gene	7	chr18	70585283	70605580	20298	-
ENSMUSG00000079608	Stard6	protein_coding	StAR-related lipid transfer (START) domain containing 6	11	chr18	70605525	70634137	28613	+
ENSMUSG00000038425	Poli	protein_coding	polymerase (DNA directed), iota	19	chr18	70641751	70663691	21941	-
ENSMUSG00000024513	Mbd2	protein_coding	methyl-CpG binding domain protein 2	17	chr18	70701260	70759202	57943	+
ENSMUSG00000118309	Gm50261	lncRNA	predicted gene, 50261	2	chr18	70826206	70839568	13363	-
ENSMUSG00000060534	Dcc	protein_coding	deleted in colorectal carcinoma	17	chr18	71386705	72484140	1097436	-
ENSMUSG00000117984	Gm31819	lncRNA	predicted gene, 31819	3	chr18	72818982	72858138	39157	-
ENSMUSG00000118316	Gm31908	lncRNA	predicted gene, 31908	2	chr18	73041961	73054161	12201	-
ENSMUSG00000037253	Mex3c	protein_coding	mex3 RNA binding family member C	9	chr18	73706115	73725646	19532	+
ENSMUSG00000024515	Smad4	protein_coding	SMAD family member 4	14	chr18	73772080	73836851	64772	-
ENSMUSG00000117985	Gm32548	lncRNA	predicted gene, 32548	2	chr18	73844399	73850664	6266	+
ENSMUSG00000036941	Elac1	protein_coding	elaC ribonuclease Z 1	3	chr18	73868109	73887550	19442	-
ENSMUSG00000024556	Me2	protein_coding	malic enzyme 2, NAD(+)-dependent, mitochondrial	5	chr18	73902974	73948520	45547	-
ENSMUSG00000064036	Mro	protein_coding	maestro	16	chr18	73992456	74014404	21949	+
ENSMUSG00000024558	Mapk4	protein_coding	mitogen-activated protein kinase 4	13	chr18	74061557	74198430	136874	-
ENSMUSG00000090263	D730045A05Rik	lncRNA	RIKEN cDNA D730045A05 gene	2	chr18	74150978	74153159	2182	+
ENSMUSG00000036223	Ska1	protein_coding	spindle and kinetochore associated complex subunit 1	17	chr18	74328370	74340889	12520	-
ENSMUSG00000024560	Cxxc1	protein_coding	CXXC finger 1 (PHD domain)	8	chr18	74349195	74354567	5373	+
ENSMUSG00000024561	Mbd1	protein_coding	methyl-CpG binding domain protein 1	12	chr18	74400676	74415803	15128	+
ENSMUSG00000035394	Cfap53	protein_coding	cilia and flagella associated protein 53	12	chr18	74416161	74493057	76897	+
ENSMUSG00000025885	Myo5b	protein_coding	myosin VB	19	chr18	74574007	74904564	330558	+
ENSMUSG00000086333	1700120E14Rik	lncRNA	RIKEN cDNA 1700120E14 gene	2	chr18	74658211	74664195	5985	-
ENSMUSG00000036880	Acaa2	protein_coding	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	11	chr18	74912268	74939279	27012	+
ENSMUSG00000053846	Lipg	protein_coding	lipase, endothelial	6	chr18	75072393	75094334	21942	-
ENSMUSG00000118384	9030625G05Rik	lncRNA	RIKEN cDNA 9030625G05 gene	2	chr18	75105835	75114618	8784	-
ENSMUSG00000062328	Rpl17	protein_coding	ribosomal protein L17	9	chr18	75131629	75136452	4824	+
ENSMUSG00000036299	BC031181	protein_coding	cDNA sequence BC031181	6	chr18	75138939	75143223	4285	+
ENSMUSG00000035765	Dym	protein_coding	dymeclin	11	chr18	75151852	75420035	268184	+
ENSMUSG00000092569	Gm20544	lncRNA	predicted gene 20544	4	chr18	75446742	75500211	53470	-
ENSMUSG00000025880	Smad7	protein_coding	SMAD family member 7	12	chr18	75500600	75529006	28407	+
ENSMUSG00000052928	Ctif	protein_coding	CBP80/20-dependent translation initiation factor	10	chr18	75564295	75830625	266331	-
ENSMUSG00000097712	Gm10532	lncRNA	predicted gene 10532	2	chr18	75647716	75655877	8162	+
ENSMUSG00000097302	1700034B16Rik	lncRNA	RIKEN cDNA 1700034B16 gene	2	chr18	75914103	75915374	1272	+
ENSMUSG00000044646	Zbtb7c	protein_coding	zinc finger and BTB domain containing 7C	16	chr18	75953249	76281635	328387	+
ENSMUSG00000118311	1700003O11Rik	lncRNA	RIKEN cDNA 1700003O11 gene	2	chr18	76147282	76148748	1467	-
ENSMUSG00000117797	2900057B20Rik	lncRNA	RIKEN cDNA 2900057B20 gene	2	chr18	76224628	76231542	6915	-
ENSMUSG00000118004	BC026513	lncRNA	cDNA sequence BC026513	2	chr18	76359774	76361929	2156	-
ENSMUSG00000024563	Smad2	protein_coding	SMAD family member 2	17	chr18	76374651	76444034	69384	+
ENSMUSG00000117960	Gm31933	lncRNA	predicted gene, 31933	2	chr18	76704983	76720565	15583	-
ENSMUSG00000091519	Skor2	protein_coding	SKI family transcriptional corepressor 2	2	chr18	76944100	76988037	43938	+
ENSMUSG00000090000	Ier3ip1	protein_coding	immediate early response 3 interacting protein 1	3	chr18	77017713	77029308	11596	+
ENSMUSG00000025421	Hdhd2	protein_coding	haloacid dehalogenase-like hydrolase domain containing 2	16	chr18	77031788	77063003	31216	+
ENSMUSG00000025420	Katnal2	protein_coding	katanin p60 subunit A-like 2	14	chr18	77064844	77135004	70161	-
ENSMUSG00000119947	Gm56494	lncRNA	predicted gene, 56494	1	chr18	77151602	77152864	1263	-
ENSMUSG00000025423	Pias2	protein_coding	protein inhibitor of activated STAT 2	17	chr18	77152904	77241496	88593	+
ENSMUSG00000073532	Gm7276	lncRNA	predicted gene 7276	4	chr18	77271965	77274059	2095	-
ENSMUSG00000025425	St8sia5	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	19	chr18	77273535	77346467	72933	+
ENSMUSG00000118108	Gm50284	lncRNA	predicted gene, 50284	2	chr18	77367848	77386374	18527	-
ENSMUSG00000032818	Loxhd1	protein_coding	lipoxygenase homology domains 1	17	chr18	77369654	77530626	160973	+
ENSMUSG00000025427	Rnf165	protein_coding	ring finger protein 165	16	chr18	77543806	77652857	109052	-
ENSMUSG00000047466	8030462N17Rik	protein_coding	RIKEN cDNA 8030462N17 gene	11	chr18	77719193	77802186	82994	-
ENSMUSG00000097666	A330094K24Rik	lncRNA	RIKEN cDNA A330094K24 gene	4	chr18	77817190	77820488	3299	-
ENSMUSG00000041840	Haus1	protein_coding	HAUS augmin-like complex, subunit 1	9	chr18	77845267	77861586	16320	-
ENSMUSG00000025428	Atp5a1	protein_coding	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1	16	chr18	77861429	77870569	9141	+
ENSMUSG00000025429	Pstpip2	protein_coding	proline-serine-threonine phosphatase-interacting protein 2	10	chr18	77877614	77970579	92966	+
ENSMUSG00000073529	F830208F22Rik	lncRNA	RIKEN cDNA F830208F22 gene	10	chr18	77880959	77884443	3485	-
ENSMUSG00000120499	Gm56498	lncRNA	predicted gene, 56498	1	chr18	77913091	77917220	4130	+
ENSMUSG00000039840	Epg5	protein_coding	ectopic P-granules autophagy protein 5 homolog (C. elegans)	9	chr18	77981680	78078228	96549	+
ENSMUSG00000091055	Siglec15	protein_coding	sialic acid binding Ig-like lectin 15	3	chr18	78086829	78100610	13782	-
ENSMUSG00000059336	Slc14a1	protein_coding	solute carrier family 14 (urea transporter), member 1	15	chr18	78143306	78185334	42029	-
ENSMUSG00000024552	Slc14a2	protein_coding	solute carrier family 14 (urea transporter), member 2	17	chr18	78189363	78640157	450795	-
ENSMUSG00000090451	Gm6133	protein_coding	predicted gene 6133	2	chr18	78392969	78393916	948	+
ENSMUSG00000117661	4931439C15Rik	lncRNA	RIKEN cDNA 4931439C15 gene	2	chr18	78520093	78523928	3836	+
ENSMUSG00000024548	Setbp1	protein_coding	SET binding protein 1	12	chr18	78793595	79152606	359012	-
ENSMUSG00000056214	Pard6g	protein_coding	par-6 family cell polarity regulator gamma	10	chr18	80090105	80162854	72750	+
ENSMUSG00000053950	Adnp2	protein_coding	ADNP homeobox 2	11	chr18	80169526	80194697	25172	-
ENSMUSG00000118373	Gm41787	lncRNA	predicted gene, 41787	2	chr18	80201136	80205777	4642	-
ENSMUSG00000118061	Rbfaos	lncRNA	ribosome binding factor A, opposite strand	3	chr18	80229454	80236784	7331	+
ENSMUSG00000024570	Rbfa	protein_coding	ribosome binding factor A	8	chr18	80235480	80243873	8394	-
ENSMUSG00000024571	Naa12	protein_coding	N(alpha)-acetyltransferase 12, NatA catalytic subunit	16	chr18	80249980	80255956	5977	+
ENSMUSG00000057130	Txnl4a	protein_coding	thioredoxin-like 4A	13	chr18	80250010	80269070	19061	+
ENSMUSG00000078963	Hsbp1l1	protein_coding	heat shock factor binding protein 1-like 1	4	chr18	80272973	80290317	17345	-
ENSMUSG00000034006	Slc66a2	protein_coding	solute carrier family 66 member 2	18	chr18	80296507	80335940	39434	+
ENSMUSG00000059852	Kcng2	protein_coding	potassium voltage-gated channel, subfamily G, member 2	8	chr18	80337761	80407469	69709	-
ENSMUSG00000097593	Gm26676	lncRNA	predicted gene, 26676	3	chr18	80366550	80369820	3271	+
ENSMUSG00000033323	Ctdp1	protein_coding	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	15	chr18	80451174	80512910	61737	-
ENSMUSG00000118070	Gm50209	lncRNA	predicted gene, 50209	2	chr18	80512072	80519751	7680	+
ENSMUSG00000120406	Gm9456	lncRNA	predicted gene 9456	1	chr18	80513339	80513846	508	+
ENSMUSG00000118379	Gm41790	lncRNA	predicted gene, 41790	2	chr18	80615039	80649026	33988	-
ENSMUSG00000033016	Nfatc1	protein_coding	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	17	chr18	80649420	80756286	106867	-
ENSMUSG00000118265	Gm50211	lncRNA	predicted gene, 50211	2	chr18	80748405	80750975	2571	+
ENSMUSG00000024566	Atp9b	protein_coding	ATPase, class II, type 9B	11	chr18	80777356	80977275	199920	-
ENSMUSG00000114891	Gm47272	lncRNA	predicted gene, 47272	2	chr18	80865462	80881706	16245	+
ENSMUSG00000024565	Sall3	protein_coding	spalt like transcription factor 3	11	chr18	81009591	81029986	20396	-
ENSMUSG00000098720	Gm27239	lncRNA	predicted gene 27239	2	chr18	81030671	81031790	1120	+
ENSMUSG00000118268	Gm50424	lncRNA	predicted gene, 50424	2	chr18	81090039	81093597	3559	+
ENSMUSG00000118262	Gm50423	lncRNA	predicted gene, 50423	2	chr18	81126279	81141299	15021	+
ENSMUSG00000097181	4930594M17Rik	lncRNA	RIKEN cDNA 4930594M17 gene	2	chr18	81269419	81279281	9863	-
ENSMUSG00000117717	Gm30192	lncRNA	predicted gene, 30192	2	chr18	81307906	81374694	66789	+
ENSMUSG00000118227	Gm30288	lncRNA	predicted gene, 30288	2	chr18	81477398	81501114	23717	-
ENSMUSG00000118300	Gm50412	lncRNA	predicted gene, 50412	2	chr18	81523572	81558983	35412	+
ENSMUSG00000117870	Gm41792	lncRNA	predicted gene, 41792	2	chr18	81671061	81680962	9902	-
ENSMUSG00000118172	Gm50414	lncRNA	predicted gene, 50414	2	chr18	81685324	81692156	6833	-
ENSMUSG00000118363	Gm50290	lncRNA	predicted gene, 50290	2	chr18	81751751	81757032	5282	+
ENSMUSG00000118073	Gm50291	lncRNA	predicted gene, 50291	2	chr18	81765404	81767838	2435	+
ENSMUSG00000118254	Gm46614	lncRNA	predicted gene, 46614	2	chr18	81815274	81865684	50411	+
ENSMUSG00000117892	Gm30454	lncRNA	predicted gene, 30454	2	chr18	81887567	81893231	5665	-
ENSMUSG00000117817	Gm50292	lncRNA	predicted gene, 50292	2	chr18	81956344	81959943	3600	-
ENSMUSG00000120297	Gm30513	lncRNA	predicted gene, 30513	1	chr18	81967754	81970659	2906	-
ENSMUSG00000117923	Gm30593	lncRNA	predicted gene, 30593	2	chr18	81977122	82012696	35575	+
ENSMUSG00000117913	Gm50294	lncRNA	predicted gene, 50294	2	chr18	82262685	82276635	13951	-
ENSMUSG00000118279	Gm50298	lncRNA	predicted gene, 50298	2	chr18	82299410	82301850	2441	+
ENSMUSG00000118057	B020010K11Rik	lncRNA	RIKEN cDNA B020010K11 gene	2	chr18	82354375	82379725	25351	-
